,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Roof Matl,Roof Style,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,set,sf,target
1731,918,0,0,2,TwnhsE,2,1,0.0,0.0,3,918.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Plywood,2,1,CBlock,2,5,264.0,1.0,2,1,2,Attchd,1979.0,918,0,GasA,2,1Story,1,2,Lvl,1,7892,Inside,55.0,2,0,120,RL,0.0,None,4,SawyerW,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,918.0,4,28,1979,1979,2010,train,1836.0,99500.0
1733,953,694,0,3,1Fam,2,1,0.0,0.0,3,953.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,1,PConc,2,5,460.0,2.0,2,1,2,Attchd,1999.0,1647,1,GasA,3,2Story,1,2,Lvl,1,7917,Inside,62.0,2,0,60,RL,0.0,None,8,Gilbert,40,2,2,2,CompShg,Gable,WD ,0,Pave,3,953.0,4,0,1999,2000,2007,train,2600.0,175000.0
1734,825,0,0,2,1Fam,2,1,0.0,1.0,2,825.0,0.0,0.0,1,1,Y,Norm,Norm,FuseA,0,2,2,MetalSd,MetalSd,0,0,CBlock,1,5,350.0,1.0,2,1,2,Attchd,1954.0,825,0,GasA,2,1Story,1,2,Lvl,1,7200,Inside,60.0,2,0,20,RL,0.0,None,7,NAmes,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,825.0,4,0,1954,1954,2008,train,1650.0,109500.0
1735,1657,0,0,3,1Fam,2,1,0.0,1.0,3,420.0,1237.0,0.0,1,1,Y,PosN,Norm,SBrkr,0,2,2,Plywood,Plywood,2,1,CBlock,2,5,484.0,2.0,2,1,2,Attchd,1970.0,1657,0,GasA,3,1Story,1,2,Lvl,1,12155,Inside,68.36301950805768,4,0,20,RL,0.0,None,3,NAmes,0,1,2,2,CompShg,Gable,WD ,147,Pave,3,1657.0,4,0,1970,1970,2007,train,3314.0,163500.0
1736,788,0,0,2,1Fam,2,1,0.0,0.0,2,522.0,266.0,0.0,2,1,Y,Feedr,Norm,FuseA,0,2,2,WdShing,Wd Shng,2,2,CBlock,1,5,0.0,0.0,0,0,0,none,,788,0,GasA,2,1Story,1,2,Lvl,1,7446,Corner,68.36301950805768,2,0,30,RL,0.0,None,4,BrkSide,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,788.0,4,0,1941,1950,2006,train,1576.0,100000.0
1738,864,0,0,2,1Fam,2,1,1.0,0.0,2,89.0,775.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,280.0,1.0,2,1,2,Detchd,1969.0,864,0,GasA,3,1Story,1,2,Lvl,1,7832,Inside,65.0,2,0,20,RL,0.0,None,5,Sawyer,0,2,2,2,CompShg,Hip,WD ,0,Pave,2,864.0,4,226,1968,1968,2010,train,1728.0,137250.0
1739,1392,1070,168,4,1Fam,2,2,1.0,0.0,3,1335.0,57.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,576.0,2.0,2,1,2,Attchd,2006.0,2462,1,GasA,3,2Story,1,3,HLS,1,19378,Corner,134.0,1,0,60,RL,456.0,BrkFace,3,Gilbert,132,2,3,2,CompShg,Gable,New,0,Pave,3,1392.0,4,239,2005,2006,2006,train,3854.0,320000.0
1740,1287,0,0,3,1Fam,2,1,1.0,0.0,2,733.0,72.0,258.0,3,2,Y,Norm,Norm,SBrkr,0,3,2,Wd Sdng,Wd Sdng,3,1,CBlock,1,5,576.0,2.0,2,2,2,Detchd,1997.0,1287,0,GasA,3,1Story,1,3,Lvl,1,9830,Corner,68.36301950805768,1,0,20,RL,0.0,None,3,NAmes,17,3,2,2,CompShg,Gable,WD ,182,Pave,3,1063.0,4,364,1959,2006,2010,train,2350.0,162000.0
1741,1478,0,0,2,1Fam,2,3,1.0,0.0,3,892.0,578.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,2,5,484.0,2.0,2,2,2,Attchd,2009.0,1478,1,GasA,3,1Story,1,3,Lvl,1,4403,Inside,68.36301950805768,3,0,20,FV,432.0,Stone,6,Somerst,144,2,3,2,CompShg,Gable,New,0,Pave,3,1470.0,4,0,2009,2009,2010,train,2948.0,222000.0
1742,698,644,0,3,1Fam,2,1,1.0,0.0,3,204.0,494.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,393.0,2.0,2,2,2,Attchd,2003.0,1342,1,GasA,3,2Story,1,3,Lvl,1,8174,Inside,68.36301950805768,1,0,60,RL,0.0,None,5,Gilbert,56,2,3,2,CompShg,Gable,WD ,0,Pave,3,698.0,4,100,2003,2003,2009,train,2040.0,178000.0
1743,804,0,0,2,1Fam,2,1,1.0,0.0,2,278.0,510.0,0.0,2,1,Y,Norm,Norm,SBrkr,154,3,2,MetalSd,MetalSd,3,2,CBlock,1,5,240.0,1.0,2,1,2,Attchd,1940.0,804,0,GasA,2,1Story,1,3,Lvl,1,7200,Corner,60.0,2,0,30,RM,294.0,Stone,2,OldTown,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,788.0,4,0,1940,1992,2010,train,1592.0,119000.0
1744,876,936,0,4,1Fam,2,1,0.0,0.0,2,324.0,540.0,0.0,3,1,Y,PosN,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,1,CBlock,2,5,264.0,1.0,2,1,2,Attchd,1962.0,1812,0,GasA,2,2Story,1,2,Lvl,1,7590,Inside,69.0,2,0,60,RL,288.0,BrkFace,7,NAmes,168,2,2,2,CompShg,Gable,WD ,0,Pave,3,864.0,4,0,1962,1962,2007,train,2676.0,169500.0
1745,980,1276,0,4,1Fam,2,1,0.0,0.0,3,652.0,300.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,554.0,2.0,2,2,2,BuiltIn,2000.0,2256,1,GasA,3,2Story,1,3,Lvl,1,8795,Inside,68.36301950805768,1,0,60,RL,0.0,None,4,Gilbert,54,2,3,2,CompShg,Gable,WD ,0,Pave,3,952.0,4,224,2000,2000,2009,train,3208.0,236000.0
1746,1648,0,153,2,TwnhsE,2,4,1.0,1.0,3,120.0,1476.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,3,1,PConc,2,5,525.0,2.0,2,2,2,Attchd,2007.0,1648,0,GasA,3,1Story,1,3,HLS,2,3843,Inside,44.0,1,0,120,RM,186.0,Stone,8,Crawfor,53,2,3,2,CompShg,Hip,New,0,Pave,2,1596.0,4,162,2007,2008,2008,train,3244.0,294464.0
1747,1092,1020,0,4,1Fam,2,2,0.0,0.0,1,176.0,500.0,276.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,3,2,CBlock,2,5,576.0,2.0,2,1,2,Attchd,1969.0,2112,1,GasA,2,2Story,1,2,Lvl,1,11075,Inside,85.0,2,0,60,RL,0.0,None,6,NAmes,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,952.0,4,280,1969,1969,2008,train,3064.0,206900.0
1748,956,1128,0,4,1Fam,2,1,1.0,0.0,3,300.0,656.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,618.0,2.0,2,1,2,BuiltIn,2004.0,2084,1,GasA,3,2Story,1,3,Lvl,1,10142,Inside,76.0,1,0,60,RL,0.0,None,1,SawyerW,45,2,3,2,CompShg,Gable,WD ,0,Pave,3,956.0,4,0,2004,2004,2010,train,3040.0,233000.0
1749,1032,0,0,2,1Fam,1,1,0.0,0.0,2,817.0,143.0,72.0,2,2,N,Norm,Norm,FuseA,112,2,2,MetalSd,MetalSd,0,0,BrkTil,1,5,280.0,1.0,2,1,2,Detchd,1995.0,1032,0,GasA,3,1Story,1,2,Lvl,1,7741,Inside,56.0,2,0,30,RM,0.0,None,6,OldTown,0,2,2,2,CompShg,Gable,COD,0,Pave,2,1032.0,4,0,1924,1950,2006,train,2064.0,108000.0
1750,680,790,0,3,1Fam,2,1,0.0,0.0,3,204.0,476.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,1,PConc,2,5,420.0,2.0,2,2,2,BuiltIn,1995.0,1470,1,GasA,3,2Story,1,2,Lvl,1,8139,Inside,65.0,2,0,60,RL,119.0,BrkFace,10,Gilbert,49,2,2,2,CompShg,Gable,WD ,0,Pave,3,680.0,4,192,1995,1996,2008,train,2150.0,165000.0
1751,1040,0,0,3,1Fam,2,3,0.0,0.0,3,501.0,539.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,CemntBd,CmentBd,0,0,CBlock,1,5,748.0,2.0,2,1,2,Detchd,1977.0,1040,1,GasA,2,1Story,1,2,Lvl,1,8982,CulDSac,45.0,1,0,20,RL,0.0,None,1,CollgCr,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1040.0,4,0,1977,1977,2007,train,2080.0,134900.0
1752,884,0,0,2,1Fam,2,1,0.0,0.0,2,884.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,136,2,3,AsbShng,AsbShng,0,0,BrkTil,1,5,240.0,1.0,2,1,2,Detchd,1939.0,884,0,GasA,3,1.5Unf,1,2,Lvl,1,6120,Inside,51.0,2,0,45,RM,0.0,None,7,BrkSide,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,884.0,4,0,1939,1950,2007,train,1768.0,113000.0
1753,1097,0,0,3,1Fam,2,1,1.0,0.0,3,548.0,549.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,1,5,242.0,1.0,2,1,2,Attchd,1996.0,1097,1,GasA,3,1Story,1,2,Low,2,16561,Inside,70.0,3,0,20,RL,0.0,None,7,CollgCr,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1097.0,4,306,1996,1996,2007,train,2194.0,147900.0
1754,864,0,0,2,1Fam,2,1,0.0,0.0,1,864.0,0.0,0.0,1,1,Y,Feedr,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,0,0,PConc,1,5,0.0,0.0,0,0,0,none,,864,0,GasA,3,1Story,1,2,Lvl,1,4060,Corner,56.0,2,0,30,RL,0.0,None,7,Edwards,96,3,2,2,CompShg,Gable,WD ,0,Pave,2,864.0,4,0,1922,1950,2009,train,1728.0,99900.0
1755,855,601,0,4,TwnhsE,2,1,0.0,0.0,3,275.0,286.0,294.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Brk Cmn,0,0,CBlock,2,5,460.0,2.0,2,1,2,Attchd,1975.0,1456,1,GasA,3,2Story,1,2,Lvl,1,2308,FR2,24.0,2,0,160,RL,0.0,None,5,NPkVill,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,855.0,4,0,1975,1975,2008,train,2311.0,143000.0
1756,816,0,0,3,1Fam,2,1,0.0,0.0,2,816.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,3,1,PConc,1,5,528.0,2.0,2,1,2,Detchd,1985.0,1176,0,GasA,2,1.5Fin,1,2,Lvl,1,6240,Inside,52.0,2,360,50,RM,0.0,None,9,BrkSide,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,816.0,4,112,1934,1950,2006,train,1992.0,114500.0
1757,941,0,0,3,1Fam,2,2,0.0,0.0,2,253.0,659.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,1,1,CBlock,1,5,288.0,1.0,2,1,2,Attchd,1967.0,941,0,GasA,2,1Story,1,2,Lvl,1,8789,Inside,68.36301950805768,1,0,20,RL,0.0,None,6,Sawyer,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,912.0,4,64,1967,1967,2006,train,1853.0,129200.0
1758,1652,0,153,2,TwnhsE,2,4,1.0,1.0,3,120.0,1480.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,3,1,PConc,2,5,482.0,2.0,2,2,2,Attchd,2008.0,1652,0,GasA,3,1Story,1,3,HLS,2,5587,Inside,64.0,1,0,120,RM,186.0,Stone,11,Crawfor,53,2,3,2,CompShg,Hip,New,0,Pave,2,1600.0,4,162,2008,2008,2008,train,3252.0,392500.0
1759,1188,1152,0,4,1Fam,3,1,0.0,0.0,2,877.0,275.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,3,2,Stone,2,5,252.0,1.0,2,1,2,Attchd,1941.0,2340,0,GasA,3,2Story,1,3,Lvl,1,9042,Inside,66.0,2,0,70,RL,0.0,None,5,Crawfor,60,3,3,2,CompShg,Gable,WD ,0,Pave,3,1152.0,4,0,1941,2006,2010,train,3492.0,266500.0
1760,751,631,0,3,1Fam,2,1,0.0,0.0,3,195.0,189.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,396.0,2.0,2,2,2,BuiltIn,1998.0,1382,1,GasA,3,SLvl,1,2,Lvl,1,8923,Inside,57.0,1,0,80,RL,0.0,None,2,Gilbert,0,2,3,2,CompShg,Gable,WD ,0,Pave,3,384.0,4,256,1998,1998,2009,train,1766.0,177500.0
1761,1008,0,0,3,1Fam,2,1,0.0,0.0,2,476.0,532.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,384.0,1.0,2,1,2,Attchd,1968.0,1008,0,GasA,3,1Story,1,3,Lvl,1,12518,Inside,75.0,1,0,20,RL,182.0,BrkFace,4,Mitchel,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,1008.0,4,144,1968,1968,2009,train,2016.0,139500.0
1762,608,788,0,3,1Fam,2,1,0.0,0.0,3,608.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,440.0,2.0,2,2,2,BuiltIn,2007.0,1396,1,GasA,3,2Story,1,3,Lvl,1,11069,Corner,85.0,2,0,60,RL,0.0,None,7,CollgCr,36,2,2,2,CompShg,Gable,WD ,0,Pave,2,608.0,4,100,2007,2007,2009,train,2004.0,170000.0
1763,845,1309,0,5,1Fam,2,1,0.0,0.0,2,431.0,414.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,MetalSd,MetalSd,3,1,CBlock,2,5,539.0,2.0,2,1,2,Attchd,1964.0,2154,1,GasA,3,2Story,1,2,Lvl,1,8800,Inside,80.0,2,0,60,RL,306.0,BrkFace,7,NAmes,0,3,2,2,CompShg,Gable,WD ,161,Pave,3,845.0,4,0,1964,1997,2007,train,2999.0,224500.0
1764,1105,1295,0,4,1Fam,2,1,0.0,0.0,3,1082.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,3,5,730.0,3.0,2,2,2,BuiltIn,2003.0,2400,1,GasA,3,2Story,1,3,Lvl,1,13262,Inside,96.0,1,0,60,RL,186.0,Stone,6,NridgHt,40,2,3,2,CompShg,Gable,WD ,0,Pave,4,1082.0,4,114,2003,2004,2009,train,3482.0,290000.0
1765,1226,592,0,4,1Fam,2,1,0.0,0.0,2,816.0,224.0,0.0,1,1,Y,Norm,Norm,FuseF,0,1,2,Stucco,Stucco,2,2,PConc,1,5,240.0,1.0,2,1,2,Detchd,1951.0,1818,1,GasA,3,1.5Fin,1,2,Lvl,1,7758,Corner,68.36301950805768,2,0,50,RM,600.0,BrkFace,6,IDOTRR,0,2,3,2,CompShg,Gable,WD ,184,Pave,3,1040.0,4,0,1931,1950,2007,train,2858.0,169500.0
1766,1710,0,0,3,1Fam,2,2,0.0,0.0,3,1710.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,550.0,2.0,2,2,2,Attchd,2004.0,1710,0,GasA,3,1Story,1,3,Lvl,1,12118,CulDSac,43.0,1,0,20,RL,108.0,Stone,4,Mitchel,48,2,3,2,CompShg,Hip,WD ,180,Pave,3,1710.0,4,100,2004,2005,2009,train,3420.0,240000.0
1767,1150,0,0,2,1Fam,2,1,1.0,0.0,2,710.0,368.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,3,2,HdBoard,HdBoard,0,0,CBlock,1,5,288.0,1.0,2,2,2,Attchd,1955.0,1150,0,GasA,3,1Story,1,2,Lvl,1,9600,Inside,80.0,2,0,20,RL,176.0,BrkFace,10,NAmes,0,2,2,2,CompShg,Hip,WD ,175,Pave,2,1078.0,4,0,1955,1955,2007,train,2228.0,144000.0
1768,1127,850,0,4,1Fam,2,1,0.0,1.0,2,374.0,442.0,0.0,2,1,Y,Artery,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,1,CBlock,1,5,540.0,2.0,2,1,2,Attchd,1964.0,1977,1,GasA,2,2Story,1,2,Lvl,1,9500,Corner,100.0,2,0,60,RL,272.0,BrkCmn,6,NAmes,52,2,2,2,CompShg,Gable,WD ,0,Pave,3,816.0,4,0,1964,1978,2007,train,2793.0,165000.0
1769,1332,0,0,2,TwnhsE,2,1,0.0,0.0,3,1332.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,Plywood,ImStucc,0,0,PConc,2,5,542.0,2.0,2,1,2,Attchd,1990.0,1332,0,GasA,3,1Story,1,3,Lvl,1,7175,Inside,50.0,2,0,120,RL,0.0,None,2,SawyerW,60,2,2,2,CompShg,Gable,WD ,0,Pave,2,1332.0,4,0,1990,1991,2009,train,2664.0,145000.0
1770,1298,0,0,3,1Fam,2,2,0.0,0.0,2,1250.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,1,2,Wd Sdng,Wd Sdng,0,0,CBlock,2,5,504.0,2.0,1,1,2,Detchd,1964.0,1298,0,GasA,3,1Story,1,2,Lvl,1,11200,CulDSac,68.36301950805768,1,0,20,RL,0.0,None,6,Edwards,144,1,2,0,CompShg,Gable,COD,0,Pave,2,1250.0,4,0,1964,1964,2010,train,2548.0,114000.0
1771,1973,0,0,3,1Fam,2,3,0.0,0.0,3,1935.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,895.0,3.0,2,2,2,Attchd,2006.0,1973,0,GasA,3,1Story,1,3,Lvl,1,14226,Corner,110.0,2,0,20,RL,375.0,BrkFace,7,NridgHt,45,2,3,2,CompShg,Hip,New,0,Pave,3,1935.0,4,315,2006,2006,2007,train,3908.0,395000.0
1772,525,567,0,3,TwnhsE,2,1,0.0,0.0,2,525.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,440.0,2.0,2,1,2,Detchd,1973.0,1092,1,GasA,2,2Story,1,2,Lvl,1,2760,Inside,24.0,2,0,160,RM,514.0,BrkFace,12,BrDale,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,525.0,4,0,1973,1973,2006,train,1617.0,105500.0
1773,1036,880,0,3,1Fam,2,1,1.0,0.0,3,434.0,615.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,741.0,3.0,2,1,2,Attchd,1998.0,1916,1,GasA,3,2Story,1,3,Lvl,1,11050,Inside,85.0,2,0,60,RL,0.0,None,5,Mitchel,70,2,3,2,CompShg,Gable,WD ,0,Pave,3,1049.0,4,0,1998,1999,2010,train,2965.0,254900.0
1774,1238,0,0,3,1Fam,2,1,0.0,0.0,2,432.0,432.0,0.0,1,1,Y,Norm,Norm,FuseA,0,2,2,WdShing,Wd Shng,2,1,CBlock,1,3,357.0,1.0,2,1,2,Attchd,1950.0,1238,1,GasA,1,1Story,1,2,Lvl,1,7200,Inside,60.0,2,0,20,RL,0.0,None,11,NAmes,171,1,2,2,CompShg,Gable,WD ,0,Pave,2,864.0,4,0,1950,1950,2007,train,2102.0,102000.0
1775,944,896,0,3,1Fam,2,1,1.0,0.0,3,278.0,666.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,622.0,2.0,2,1,2,Attchd,2001.0,1840,1,GasA,3,2Story,1,3,Lvl,1,12420,Inside,79.0,2,0,60,RL,0.0,None,6,CollgCr,45,2,3,2,CompShg,Gable,WD ,0,Pave,2,944.0,4,0,2001,2001,2009,train,2784.0,230000.0
1776,939,574,0,4,1Fam,2,2,0.0,0.0,2,939.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,150,2,2,MetalSd,MetalSd,0,0,BrkTil,1,5,180.0,1.0,1,1,1,Detchd,1933.0,1513,1,GasA,3,2Story,1,2,Lvl,1,6120,Inside,51.0,2,0,70,RM,0.0,None,5,BrkSide,0,3,2,0,CompShg,Gable,WD ,0,Pave,3,939.0,4,24,1920,2004,2007,train,2452.0,137500.0
1777,1143,0,0,2,1Fam,2,1,0.0,0.0,2,329.0,406.0,273.0,1,2,Y,Norm,Norm,SBrkr,0,3,3,WdShing,Wd Shng,1,1,BrkTil,1,5,288.0,1.0,2,1,2,Detchd,1992.0,1143,0,GasA,2,1Story,1,2,Bnk,1,7111,Inside,55.0,1,0,30,RL,0.0,None,7,BrkSide,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,1008.0,4,265,1928,1983,2008,train,2151.0,138000.0
1778,1338,0,0,2,1Fam,2,3,0.0,0.0,3,0.0,70.0,450.0,2,3,Y,Norm,Norm,SBrkr,0,2,3,Wd Sdng,Wd Sdng,1,1,CBlock,1,3,576.0,2.0,2,1,2,Attchd,1983.0,1338,1,GasA,3,SLvl,1,3,Lvl,1,19255,Inside,66.0,1,0,80,RL,100.0,BrkFace,9,SawyerW,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,520.0,4,0,1983,1983,2009,train,1858.0,156500.0
1779,864,0,0,3,1Fam,2,1,0.0,0.0,2,673.0,191.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,MetalSd,MetalSd,0,0,CBlock,1,5,463.0,2.0,2,1,2,Detchd,1994.0,864,0,GasA,3,1Story,1,2,Lvl,1,8120,Inside,70.0,2,0,20,RL,0.0,None,7,NAmes,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,864.0,4,0,1970,1970,2009,train,1728.0,124500.0
1780,1161,808,0,3,1Fam,2,1,0.0,0.0,3,808.0,0.0,0.0,1,1,Y,PosA,Norm,SBrkr,0,2,2,WdShing,Plywood,3,1,CBlock,2,5,534.0,2.0,2,1,2,Attchd,1977.0,1969,1,GasA,2,2Story,1,2,Lvl,1,11952,Inside,92.0,2,0,60,RL,0.0,None,11,NWAmes,0,2,3,2,WdShake,Mansard,WD ,276,Pave,3,808.0,4,0,1977,1977,2007,train,2777.0,190000.0
1781,1266,0,0,2,1Fam,2,3,0.0,0.0,3,1266.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,388.0,2.0,2,2,2,Attchd,2007.0,1266,0,GasA,3,1Story,1,3,Lvl,1,3182,Inside,43.0,2,0,20,RL,16.0,BrkFace,3,Blmngtn,16,2,3,2,CompShg,Gable,WD ,0,Pave,2,1266.0,4,100,2007,2007,2008,train,2532.0,159895.0
1782,990,1611,0,4,1Fam,1,1,0.0,0.0,2,612.0,0.0,0.0,1,1,Y,Feedr,Norm,SBrkr,301,2,2,MetalSd,Wd Sdng,0,0,BrkTil,3,5,621.0,2.0,2,1,2,BuiltIn,1998.0,2601,1,GasA,3,2Story,1,2,Lvl,1,9842,Inside,51.0,2,0,70,RL,0.0,None,5,SWISU,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,612.0,4,183,1921,1998,2008,train,3213.0,189000.0
1783,912,0,0,3,1Fam,2,1,0.0,0.0,2,268.0,644.0,0.0,3,1,N,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,0.0,0.0,0,0,0,none,,912,0,GasA,2,1Story,1,2,Lvl,1,8020,Inside,68.36301950805768,1,0,20,RL,0.0,None,4,Sawyer,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,912.0,4,0,1964,1964,2006,train,1824.0,124000.0
1784,1392,0,0,3,1Fam,2,1,1.0,0.0,3,90.0,1302.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,3,1,CBlock,1,4,528.0,2.0,2,1,2,Detchd,1957.0,1392,1,GasA,2,1Story,1,2,Lvl,1,11341,Inside,68.36301950805768,1,0,20,RL,180.0,BrkFace,5,Sawyer,0,2,2,2,CompShg,Hip,WD ,95,Pave,2,1392.0,4,0,1957,1996,2010,train,2784.0,121500.0
1785,1824,0,0,5,Duplex,2,1,0.0,0.0,2,1824.0,0.0,0.0,1,1,Y,Norm,Norm,FuseA,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,2,5,484.0,2.0,2,1,2,Detchd,1958.0,1824,0,GasA,1,1Story,2,2,Lvl,1,12436,Inside,76.0,2,0,90,RL,0.0,None,1,NAmes,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,1824.0,4,0,1957,1957,2008,train,3648.0,146000.0
1786,928,895,0,3,1Fam,2,1,1.0,0.0,3,265.0,663.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,626.0,2.0,2,1,2,Attchd,2000.0,1823,1,GasA,3,2Story,1,3,Lvl,1,12192,Inside,75.0,1,0,60,RL,0.0,None,5,CollgCr,36,2,3,2,CompShg,Gable,WD ,0,Pave,2,928.0,4,192,2000,2001,2008,train,2751.0,235000.0
1787,1646,0,0,2,TwnhsE,2,4,1.0,1.0,3,30.0,1564.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,3,1,PConc,2,5,525.0,2.0,2,2,2,Attchd,2004.0,1646,0,GasA,3,1Story,1,3,HLS,2,3842,Inside,44.0,1,0,120,RM,186.0,Stone,12,Crawfor,53,2,3,2,CompShg,Hip,WD ,155,Pave,2,1594.0,4,128,2004,2005,2006,train,3240.0,300000.0
1788,546,546,0,3,Twnhs,2,1,0.0,0.0,2,546.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,CemntBd,CmentBd,0,0,CBlock,1,5,0.0,0.0,0,0,0,none,,1092,1,GasA,3,2Story,1,2,Lvl,1,1936,Inside,21.0,2,0,160,RM,0.0,None,6,MeadowV,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,546.0,4,0,1970,1970,2006,train,1638.0,90500.0
